item_dec	item_id
设备线夹-双导线设备线夹,SSY-300/25C-120(a×b)	575
母线金具-管母线封端盖,MGF-120/108Z	576
设备线夹-双导线设备线夹,SSY-300/25B-120(a×b)	577
接触金具-母线伸缩节,MST-120×10	578
设备线夹-压缩型设备线夹,SY-185/25C	579
设备线夹-双导线设备线夹,SSY-400/35C-200(a×b)	580
接地电磁锁,AC220V,50kA/1s	581
接触金具-母线伸缩节,MST-80×8	582
母线金具-矩形母线固定金具,MWP-202	583
联结金具-直角挂板,Z-10	584
10kV电缆终端,1×630,户内终端,冷缩,铜	585
设备线夹-双导线设备线夹,SSY-630/55C-200(a×b)	586
设备线夹-压缩型设备线夹,SY-400/35A	587
设备线夹-铜铝过渡设备线夹,SYG-630/55A	588
母线金具-矩形母线固定金具,MWP-103	589
接触金具-铜铝过渡板,MG-120×10	590
T型线夹-双导线T型线夹,TL-630/200	591
设备线夹-压缩型设备线夹,SY-120/20B	592
设备线夹-压缩型设备线夹,SY-185/25B	593
T型线夹-T型线夹,TY-120/20	594
T型线夹-T型线夹,TL-1440N/200	595
T型线夹-双导线T型线夹,TL-400/200	596
母线金具-软母线间隔棒,MRJ-1440N-200	597
母线金具-导线固定金具,MDG-1440N-140	598
设备线夹-双导线设备线夹,SSY-1440NA/200	599
设备线夹-双导线设备线夹,SSY-1440NC/200(a×b)	600
设备线夹-双导线设备线夹,SSY-400/35B-200(a×b)	601
母线金具-管型母线固定金具,KLMG-150/136	602
设备线夹-双导线设备线夹,SSY-400/35A-200(a×b)	603
母线金具-管母线封端盖,MGF-150/134Z	604
设备线夹-双导线设备线夹,SSY-1440NB/200	605
10kV电缆终端,1×630,户外终端,冷缩,铜	606
接续金具-补修管,JX-150/25	607
电能表标准设备,电能表现场校验装置,单相,0.2级	608
接续金具-并沟线夹,JBG-5	609
电能表标准设备,电能表现场校验装置,三相,0.05级	610
多媒体触控一体机	611
耐张线夹-液压型,NY-300/25.1B	612
母线金具-矩形母线固定金具,MWP-102	613
母线金具-管母线Ｔ型线夹,MGT-170A	614
母线金具-管母线伸缩线夹,MGSZ-170	615
母线金具-管母线Ｔ型线夹,MGT-170	616
安全网	617
工业泵,离心泵,潜水泵,20-100m,200-500m3/h,DN200	618
低压电力电缆,YJV,铜,10/6,3+1芯,ZC,22,普通	619
T型线夹-双导线T型线夹,TYS-2×400/200	620
T型线夹-双导线T型线夹,TL-300/120	621
布电线,BVR,铜,50,1	622
接地电缆,AC10kV,YJV,240,1,无阻燃	623
联结金具-U型挂环,U-7B	624
接触金具-母线伸缩节,MST-80×10	625
设备线夹-铜铝过渡设备线夹,SYG-400/35C	626
T型线夹-T型线夹,TLY-400/400	627
设备线夹-压缩型设备线夹,SY-630/55B	628
T型线夹-T型线夹,TLY-630/630	629
防洪挡板	630
密封件,密封圈	631
接地线（棒）,AC35kV	632
电能计量箱,三相,2,不锈钢,60A,落地式	633
斧	634
消防破拆工具,成套工具组	635
带,玻璃丝布	636
母线金具-管母线封端盖,MGF-170/150Z	637
耐张线夹-铝合金绞线,NY-630/55N	638
工业气体,高纯氮	639
接触金具-铜铝过渡板,MG-80×10	640
母线金具-管母线Ｔ型线夹,MGT-150	641
20kV电缆中间接头,3×120,直通接头,冷缩,铜	642
安全帽,白	643
母线金具-软母线间隔棒,MRJ-1440N-400	644
设备线夹-双导线设备线夹,SSY-1440N/400C	645
设备线夹-双导线设备线夹,SSY-1440N/400A	646
接地线（棒）,AC220kV	647
呼吸器,消防过滤式自救呼吸器	648
电能计量箱,三相,2,不锈钢,100A,落地式	649
验电器,AC35kV,SG-10B1	650
干燥剂	651
粘合剂,瞬干胶	652
粘合剂,强力胶	653
导电膏,TDI	654
二硫化钼	655
工业气体,SF6	656
电能计量箱,单相,9,不锈钢,60A,嵌入式	657
专变采集终端,II型,4G,无,4,C3	658
电流互感器配件,电流互感器膨胀器	659
T型线夹-T型线夹,TY-630/55	660
预制光缆,24芯,G.651	661
空屏柜	662
铜排,TMY,50×5	663
低压电力电缆,YJV,铜,35/16,4+1芯,ZC,无铠装,普通	664
设备线夹-双导线设备线夹,SSY-300/25A-120(a×b)	665
管状母线,铝镁硅合金,3150A	666
软铜绞线,TJ,50	667
电能计量箱,三相,2,不锈钢,60A,悬挂式	668
耐张线夹-液压型,NY-300/25.1	669
母线金具-软母线固定金具,MDG-6	670
粘合剂,密封胶	671
粘合剂,玻璃胶	672
润滑脂	673
粘合剂,AB胶	674
高压熔断器配件,熔丝管	675
普通光缆,72芯,G.652,非金属阻燃光缆	676
普通光缆,48芯,G.652,管道光缆	677
铅封,塑料	678
电能计量箱,单相,2,不锈钢,60A,悬挂式	679
绝缘垫,10kV,φ14	680
电力电缆,AC10kV,YJV,300,3,22,ZC,无阻水	681
架空绝缘导线,AC10kV,JKLYJ,240	682
铜排,TMY,40×4	683
母线金具-管母线封端盖,MGF-100/90Z	684
T型线夹-双导线T型线夹,TYS-2 ×400/120	685
母线金具-管型母线固定金具,KLMG-100/90	686
电力电缆,AC10kV,YJV,630,1,无铠装,无阻燃,无阻水	687
铜排,TMY,40×5	688
设备线夹-压缩型设备线夹,SY-1440NA	689
油漆,防锈漆,白	690
含氟聚合物	691
消防栓	692
工业泵,离心泵,潜水泵,20m以下,50m3/h以下,DN50	693
松动剂	694
保护金具-间隔棒,FJZ-240/24	695
保护金具-铝包带,1mm×10mm	696
钢芯铝绞线,JL/G1A,240/30	697
接续金具-并沟线夹,JBL-2	698
软铜绞线,TJ,100	699
铜排,TMY,80×8	700
铜排,TMY,80×10	701
钢芯铝绞线,JL/G1A,400/35	702
电缆沟盖板,水泥,通用	703
蓄电池组,DC2V,200Ah,阀控式密封	704
蓄电池组,DC2V,500Ah,阀控式密封	705
蓄电池组,DC2V,300Ah,阀控式密封	706
避雷器配件,避雷器放电计数器	707
冷喷锌	708
电能计量箱,三相,2,不锈钢,250A,悬挂式	709
设备线夹-双导线设备线夹,SSY-630/55B-200(a×b)	710
耐张线夹-液压型,NY-630/55	711
铜排,TMY,120×10	712
接地线（棒）,AC110kV	713
管状母线,铝镁硅合金,4000A	714
母线金具-管型母线固定金具,MGG-170	715
母线金具-管母线接头,MJ-170/150N	716
绝缘套管,AC1kV,冷缩,电缆,φ40	717
光缆接头盒,OPGW光缆用,48	718
光缆接头盒,OPGW光缆用,72	719
光缆接头盒,OPGW光缆用,96	720
光缆卡具,ADSS光缆用,塔用	721
光缆防振金具,ADSS光缆用,防振鞭,14.2/15.5	722
光缆防振金具,ADSS光缆用,防振鞭,12.9/14.1	723
钢芯铝绞线,JL/G1A,300/25	724
光缆卡具,OPGW光缆用,塔用	725
光缆卡具,OPGW光缆用,普通杆用	726
光缆余缆架	727
光缆耐张串,70kN,ADSS用单线夹,非绝缘,12.9/14.1	728
光缆卡具,ADSS光缆用,特粗杆用	729
光缆卡具,OPGW光缆用,粗杆用	730
光缆悬垂串,40kN,ADSS用单线夹,非绝缘,11.7/12.8	731
保护金具-预绞丝护线条,FYH-400/35	732
控制电缆,KVVP2,4,10,ZC,22	733
光缆防振金具,OPGW光缆用,预绞丝式,15.6/17.3	734
光缆卡具,ADSS光缆用,普通杆用	735
光纤配线架(ODF),≥144芯	736
交换系统配件,用户板	737
控制电缆,KVVP2,2.5,19,ZC,22	738
220kV导线耐张通用,2NZ21Y-4040-12P(H)Z	739
双分裂120kN双导线跳线线夹220kV导线跳线串	740
保护金具-重锤片,FZC-15Y	741
光缆耐张串,210kN,OPGW用双线夹,非绝缘,15.6/17.3	742
垂直双分裂210kN双联双挂点220kV导线耐张串	743
耐张线夹-液压型,NY-JL/LHA1-210/220A	744
耐张线夹-液压型,NY-JL/LHA1-210/220B	745
10kV变压器,100kVA,普通,硅钢片,干式	746
综合配线架,DDF+ODF+VDF	747
10kV框架式并联电容器成套装置,1000/334,户外	748
减载装置,AC35kV	749
35kV三相隔离开关,1250A,25kA,电动双柱水平旋转,单接地	750
网络交换机,低端I类,通用	751
OPGW光缆,48芯,G.652,70/42/38,铝包钢	752
光缆接头盒,ADSS光缆用,24	753
光缆悬垂串,70kN,ADSS用单线夹,非绝缘,12.9/14.1	754
光缆悬垂串,70kN,ADSS用双线夹,非绝缘,12.9/14.1	755
SDH设备板卡,155M板卡,8口,无	756
35kV三相隔离开关,4000A,40kA,电动双柱水平旋转,双接地	757
110kV交流中性点成套装置,硅橡胶,72.5kV,无绝缘子,有避雷器,户外	758
220kV交流中性点成套装置,硅橡胶,126kV,无绝缘子,有避雷器,户外	759
智能变电站状态监测,避雷器在线监测	760
中性点隔离开关,AC66kV,630A,31.5kA,电动	761
母联（分段）保护,AC220kV	762
变电站监控系统,AC220kV	763
机柜,600mm,2000mm,通用	764
智能变电站减载装置,AC110kV	765
综合配线架,DDF+ODF	766
光缆接头盒,ADSS光缆用,72	767
电缆接地箱,带护层保护器	768
减载装置,AC110kV	769
线路保护,AC110kV	770
35kV电缆终端,3×185,户内终端,冷缩,铜	771
35kV电缆终端,3×185,户外终端,冷缩,铜	772
SDH设备板卡,622M板卡,4口,无	773
电缆分支箱,AC35kV,不带开关,四路,630A	774
电容式电压互感器,AC220kV,油浸/瓷,0.005μF,2,0.5	775
音频配线架(VDF),100～400回线	776
变电站监控系统,AC110kV	777
变压器保护,AC110kV	778
光缆接头盒,OPGW光缆用,24	779
线路在线监测装置,视频在线监测装置	780
中性点隔离开关,AC66kV,1250A,31.5kA,电动	781
全介质自承式光缆(ADSS),36芯,G.652,≥30.6kN	782
35kVSF6瓷柱式断路器,1250A,25kA,三相机械联动,户外	783
光缆接头盒,OPGW光缆用,36	784
光缆接头盒,普通光缆用,48	785
SDH设备板卡,622M板卡,2口,无	786
网络交换机,96Mpps,通用	787
光缆接头盒,ADSS光缆用,48	788
35kV电缆中间接头,3×300,直通接头,冷缩,铜	789
录音系统,数字,＞8	790
线路在线监测装置,图像在线监测装置	791
中性点电抗器,AC66kV,干式,空心	792
线路保护,AC110kV,三端光差	793
变电站监控系统,AC35kV	794
35kV电缆终端,3×400,户内终端,冷缩,铜	795
地线悬垂通用,BX1-07	796
地线耐张通用,BN2Y-BG-10	797
地线耐张通用,BN2BG-40-1007P	798
光缆耐张串,120kN,OPGW用单线夹,单联绝缘,14.2/15.5	799
光缆耐张串,70kN,OPGW用单线夹,非绝缘,9.1/10.1	800
光缆耐张串,70kN,OPGW用单线夹,单联绝缘,15.6/17.3	801
光缆耐张串,120kN,OPGW用单线夹,单联绝缘,15.6/17.3	802
地线悬垂通用,BX2S-BG-10	803
光缆耐张串,70kN,OPGW用单线夹,单联绝缘,12.9/14.1	804
光缆耐张串,70kN,OPGW用单线夹,单联绝缘,14.2/15.5	805
光缆悬垂串,120kN,OPGW用双线夹,非绝缘,15.6/17.3	806
光缆悬垂串,40kN,ADSS用单线夹,非绝缘,12.9/14.1	807
光缆耐张串,40kN,ADSS用单线夹,非绝缘,12.9/14.1	808
通信配线设备配件,光配模块	809
全介质自承式光缆(ADSS),24芯,G.652,≥24.0kN	810
全介质自承式光缆(ADSS),48芯,G.652,≥31.0kN	811
35kV电缆终端,3×400,户外终端,冷缩,铜	812
110kV导线跳线通用,1TD-00-07H(P)Z	813
光缆耐张串,70kN,OPGW用单线夹,非绝缘,10.2/11.4	814
光缆悬垂串,70kN,OPGW用单线夹,非绝缘,10.2/11.4	815
光缆悬垂串,70kN,ADSS用单线夹,非绝缘,14.2/15.5	816
光缆悬垂串,70kN,OPGW用单线夹,非绝缘,15.6/17.3	817
交流避雷器,AC35kV,51kV,硅橡胶,134kV,不带间隙	818
35kV三相隔离开关,2500A,40kA,电动双柱水平旋转,单接地	819
SDH光接口模块,2M,2km	820
交流支柱绝缘子,AC220kV,瓷,16kN,磁性,户外	821
保护金具-防振锤,FDNJ-4/6	822
光缆悬垂串,100kN,OPGW用单线夹,非绝缘,14.2/15.5	823
光缆防振金具,OPGW光缆用,预绞丝式,14.2/15.5	824
交流避雷器,AC110kV,108kV,硅橡胶,281kV,不带间隙	825
光缆悬垂串,120kN,OPGW用单线夹,非绝缘,15.6/17.3	826
光缆耐张串,70kN,OPGW用单线夹,单联绝缘,10.2/11.4	827
地线耐张通用,BM1Y-BG-07P	828
地线用盘形悬式瓷绝缘子,UE70CN,160,200,160	829
110kV交流中性点成套装置,硅橡胶,72.5kV,无绝缘子,有避雷器,户内	830
保护金具-防振锤,FDYJ-1/G	831
SDH设备板卡,622M板卡,1口,无	832
网络路由器,1Mpps,通用	833
35kV电缆中间接头,3×400,直通接头,冷缩,铜	834
SDH光接口模块,622M,40km	835
技防系统	836
35kV电缆终端,3×300,户外终端,冷缩,铜	837
电缆接地箱,三线直接接地	838
电容式电压互感器,AC110kV,油浸/瓷,0.01μF,2,0.5	839
交流棒形悬式复合绝缘子,FXBW-500/120-3,4900,16000	840
110kV导线悬垂通用,1XD22S-0040-07P(H)-1D护	841
220kV导线跳线通用,2TP-30-10H(P)Z	842
交流棒形悬式复合绝缘子,FXBW-220/120-3,2470,7040	843
交流避雷器,AC220kV,204kV,瓷,532kV,不带间隙	844
保护金具-防振锤,FDNJ-4/5	845
保护金具-防振锤,FDYJ-2/4	846
交流避雷器,AC220kV,204kV,硅橡胶,532kV,不带间隙	847
交流棒形悬式复合绝缘子,FXBW-500/210-3,4900,16000	848
500kV导线耐张通用,5N2-4545(50、60)-30P(400/35)	849
交流避雷器,AC110kV,102kV,瓷,266kV,不带间隙	850
500kV导线悬垂通用,5XC1K-45-21P	851
交流避雷器,AC110kV,102kV,硅橡胶,266kV,不带间隙	852
35kV电缆终端,1×300,户内终端,冷缩,铜	853
光模块,千兆单模,通用,通用	854
光缆耐张串,70kN,ADSS用单线夹,非绝缘,14.2/15.5	855
光缆防振金具,ADSS光缆用,预绞丝式,12.9/14.1	856
保护金具-防振锤,FDN-2/G	857
光缆耐张串,120kN,OPGW用单线夹,非绝缘,15.6/17.3	858
光缆耐张串,120kN,OPGW用单线夹,非绝缘,9.1/10.1	859
光缆防振金具,ADSS光缆用,预绞丝式,15.6/17.3	860
光缆防振金具,OPGW光缆用,预绞丝式,10.2/11.4	861
光缆耐张串,70kN,OPGW用单线夹,非绝缘,14.2/15.5	862
交流棒形悬式复合绝缘子,FXBW-500/120-2,4450,14000	863
500kV导线跳线通用,5T-45-10H	864
光缆悬垂串,40kN,ADSS用单线夹,非绝缘,14.2/15.5	865
交流棒形悬式复合绝缘子,FXBW-35/70-2,670,1015	866
35kV导线跳线通用,03T-07P(H)1A	867
SDH光接口模块,GE,10km	868
光缆卡具,ADSS光缆用,粗杆用	869
百兆纵向加密认证装置,4,明文吞吐量通用,密文吞吐量195Mbps	870
电缆接地箱,交叉互连箱	871
交流棒形悬式复合绝缘子,FXBW-110/120-3,1440,3520	872
220kV导线跳线通用,2TP-30-07PZ	873
全介质自承式光缆(ADSS),24芯,G.652,≥39.0kN	874
交流支柱绝缘子,AC110kV,瓷,12.5kN,磁性,户外	875
35kV电缆中间接头,1×240,直通接头,冷缩,铜	876
35kV电缆终端,1×240,户外终端,冷缩,铜	877
35kV电缆终端,1×630,户外终端,冷缩,铜	878
35kV电缆终端,1×630,户内终端,冷缩,铜	879
光缆防振金具,OPGW光缆用,预绞丝式,12.9/14.1	880
保护金具-防振锤,FDN-3/4	881
220kV导线悬垂通用,2XZ22S-4040-12P(H)-1D护	882
220kV导线耐张通用,2NZ21Y-5050-21P(H)Z	883
复合横担绝缘子,FS-110/10,1340,3150	884
光缆耐张串,120kN,OPGW用单线夹,非绝缘,14.2/15.5	885
110kV电缆终端,1×630,户外终端,复合套管,铜	886
110kV导线跳线通用,1TD-00-07H(P)R	887
交流支柱绝缘子,AC20kV,瓷,12.5kN,非磁性,户外	888
110kV导线耐张通用,1MD11Y-0000-07P(H)	889
交流支柱绝缘子,AC35kV,瓷,12.5kN,非磁性,户内	890
交流棒形悬式复合绝缘子,FXBW-220/120-2,2350,6340	891
220kV导线跳线通用,2TP-20-10H(P)Z	892
保护金具-防振锤,FDNJ-3/4	893
10kV干式电磁CT,600/5,0.5,5P,3,30,正立	894
交流支柱绝缘子,AC35kV,瓷,12.5kN,非磁性,户外	895
35kV电缆终端,1×300,户外终端,冷缩,铜	896
地线耐张通用,BN2X-G-07	897
SDH光接口模块,155M,10km	898
保护金具-间隔棒,FJG-220/24	899
复合横担绝缘子,FS-220/10,2470,7040	900
保护金具-间隔棒,FJZS-445/27B	901
交流棒形悬式复合绝缘子,FXBW-110/70-3,1440,3520	902
光缆耐张串,70kN,ADSS用单线夹,非绝缘,11.7/12.8	903
交流盘形悬式瓷绝缘子,U120BP/146D,280,450	904
保护金具-预绞丝护线条,FYH-300/25	905
光缆耐张串,40kN,ADSS用单线夹,非绝缘,14.2/15.5	906
110kV导线悬垂通用,1XD11-0000-07P(H)-1A护	907
保护金具-防振锤,FDN-4/5	908
保护金具-防振锤,FDN-1/2	909
35kV导线耐张通用,03N21Y-40-07P(H)Z(D)2A	910
交流避雷器,AC35kV,51kV,瓷,134kV,不带间隙	911
光缆悬垂串,100kN,OPGW用单线夹,非绝缘,15.6/17.3	912
控制电缆,KVVP2,6,4,ZC,22	913
保护金具-防振锤,FDYJ-4/5	914
光缆悬垂串,70kN,OPGW用单线夹,非绝缘,9.1/10.1	915
地线耐张通用,BNY-G-07-1C	916
光缆悬垂串,120kN,OPGW用单线夹,非绝缘,14.2/15.5	917
光网络单元设备(ONU),直流输入,2,4,无,4,无,户外	918
光缆卡具,OPGW光缆用,特粗杆用	919
110kV导线耐张通用,1NZ21Y-4040-10P(H)Z	920
电缆夹具,800mm2,φ120,铝合金,单芯,终端	921
35kV导线耐张通用,03N21Y-40-07P(H)Z(D)2B	922
保护金具-防振锤,FRYJ-4/5	923
光缆悬垂串,70kN,OPGW用单线夹,非绝缘,12.9/14.1	924
光缆耐张串,70kN,OPGW用单线夹,非绝缘,12.9/14.1	925
交流盘形悬式瓷绝缘子,U70BP/146D,280,450	926
光缆防振金具,OPGW光缆用,预绞丝式,9.1/10.1	927
控制电缆,KVVP2,2.5,14,ZC,22	928
保护金具-防振锤,FRY-4/6	929
OPGW光缆,48芯,G.652,120/74/114,铝包钢	930
交流盘形悬式瓷绝缘子,U210BP/170D-1,300,450	931
OPGW光缆,96芯,G.652,150/95/195,铝包钢	932
OPGW光缆,48芯,G.652,120/96/101,铝包钢	933
交流棒形悬式复合绝缘子,FXBW-220/160-3,2470,7040	934
OPGW光缆,72芯,G.652,150/116/147,铝包钢	935
保护金具-防振锤,FRYJ-3/5	936
全介质自承式光缆(ADSS),36芯,G.652,≥11.0kN	937
OPGW光缆,36芯,G.652,120/74/114,铝包钢	938
保护金具-防振锤,FRY-2/G	939
保护金具-防振锤,FRY-3/5	940
OPGW光缆,24芯,G.652,50/58/11.5,铝包钢	941
OPGW光缆,24芯,G.652,150/95/195,铝包钢	942
电缆夹具,800mm2,φ102,铝合金,单芯,终端	943
电缆夹具,1000mm2,φ158,铝合金,单芯,中间	944
接地电缆,AC10kV,YJV,150,1,无阻燃	945
保护金具-防振锤,FDY-2/3	946
保护金具-间隔棒,FJZ-445/27	947
保护金具-重锤片,FZC-20	948
全介质自承式光缆(ADSS),24芯,G.652,≥30.6kN	949
电缆夹具,1000mm2,φ158,铝合金,三芯,中间	950
控制电缆,KVVP2,4,7,ZC,22	951
铝包钢绞线,LBGJ-40AC,120	952
全介质自承式光缆(ADSS),48芯,G.652,≥34.5kN	953
钢芯铝绞线,JL/G1A,185/30	954
钢芯铝绞线,JL/G1A,500/45	955
铝包钢绞线,LBGJ-20AC,50	956
钢芯铝绞线,JL/G1A,185/25	957
钢芯铝绞线,JL/G1A,120/20	958
电力电缆,AC110kV,YJLW,400,1,03,ZC,Z	959
OPGW光缆,24芯,G.652,100/60/74,铝包钢	960
全介质自承式光缆(ADSS),72芯,G.652,≥40.3kN	961
铁塔,AC35kV,通用,角钢,Q355(Q345),常规塔	962
全介质自承式光缆(ADSS),48芯,G.652,≥12.4kN	963
钢管杆（桩）,AC110kV,单杆,通用,Q355(Q345),杆,耐张杆	964
钢芯铝绞线,JL/G1A,95/20	965
全介质自承式光缆(ADSS),24芯,G.652,≥48.0kN	966
钢芯铝绞线,JL/G1A,150/25	967
钢管杆（桩）,AC110kV,单杆,通用,Q355(Q345),杆,直线杆	968
光缆耐张串,40kN,ADSS用单线夹,非绝缘,11.7/12.8	969
保护金具-防振锤,FRY-4/7A	970
全介质自承式光缆(ADSS),36芯,G.652,≥24.0kN	971
T型线夹-T型线夹,TY-150	972
绝缘油,#25	973
工业气体,色谱标准气体	974
工业气体,氮气	975
架空绝缘导线,AC1kV,JKLYJ,185	976
绝缘手套,3kV	977
验电器,AC500kV,SG-10B1	978
电能计量箱,三相,2,不锈钢,100A,悬挂式	979
变压器配件,油位计	980
全介质自承式光缆(ADSS),72芯,G.652,≥49.6kN	981
设备线夹-压缩型设备线夹,SY-630/55C	982
架空绝缘导线,AC10kV,JKLYJ,150	983
变压器配件,变压器压力释放装置	984
伸缩式绝缘杆	985
验电器,AC220kV,SG-10B1	986
验电器,AC110kV,SG-10B1	987
验电器,AC20kV,YD-20	988
有机复合材料	989
SDH光接口模块,2.5G,40km	990
变压器配件,油枕	991
组合电器配件,SF6气体密度表	992
35kV电缆终端,3×150,户内终端,冷缩,铜	993
35kV电缆终端,3×150,户外终端,冷缩,铜	994
35kV电缆终端,3×240,户内终端,冷缩,铜	995
35kV电缆终端,3×240,户外终端,冷缩,铜	996
变压器配件,温湿度控制器	997
断路器配件,断路器状态指示模块	998
10kV变压器,200kVA,普通,非晶合金,油浸	999
螺母,防松螺母,M12,不锈钢,无表面处理	1000
低压开关,断路器,63A,三相	1001
110kV电缆终端,1×1000,GIS终端,预制,铜	1002
耐张线夹-螺栓型,NLL-2	1003
耐张线夹-螺栓型,NLL-1	1004
灭火器,清水,手提式	1005
数码设备,执法记录仪	1006
电能计量箱,单相,6,不锈钢,60A,嵌入式	1007
接续金具-并沟线夹,JB-4	1008
设备线夹-双导线设备线夹,SSY-300/25A-200(a×b)	1009
设备线夹-双导线设备线夹,SSY-300/25C-200(a×b)	1010
母线金具-导线固定金具,MSG-6/200-225	1011
螺母,防松螺母,M14,不锈钢,无表面处理	1012
电能计量箱,三相,1,PC+ABS,80A,悬挂式	1013
铁塔,AC10kV,无,角钢,Q345,无	1014
办公桌,中档,多功能型	1015
办公用柜、架、箱,木制,更衣柜,中档	1016
办公屏风,钢木结合	1017
办公用柜、架、箱,木制,资料柜,中档	1018
床,木制	1019
沙发,木制,多人,中档	1020
办公椅,钢制,普通型,中档	1021
办公用柜、架、箱,木制,茶水柜,中档	1022
安全带,单腰带加双背带式	1023
铜排,TMY,40×3	1024
发言台	1025
会议桌,中（20人）	1026
办公桌,高档,多功能型	1027
茶几,600×600×480,木质	1028
办公桌,一般,普通型	1029
办公用柜、架、箱,钢制,更衣柜,中档	1030
办公椅,钢制,普通型,高档	1031
沙发,木制,单人,中档	1032
办公用柜、架、箱,钢制,保险柜,中档	1033
会议桌,小（10人）	1034
办公用柜、架、箱,钢制,材料架,中档	1035
办公用柜、架、箱,钢制,工具柜,中档	1036
带电显示器,10kV	1037
地线悬垂通用,BX2-BG-07	1038
螺母,防松螺母,M16,不锈钢,无表面处理	1039
智能变电站时间同步系统,AC750,500kV	1040
光缆防振金具,ADSS光缆用,预绞丝式,14.2/15.5	1041
交流避雷器,AC10kV,17kV,硅橡胶,50kV,不带间隙	1042
应急灯	1043
管状母线,铝镁硅合金,2500A	1044
工作鞋,防火	1045
环网柜,AC20kV,630A,电压互感器柜,SF6,户内	1046
变压器配件,油温计	1047
帽子,遮阳	1048
电缆接线端子,铜,16mm2,单孔	1049
绝缘套管,AC10kV,冷缩,电缆,φ70	1050
水带箱,壁挂式	1051
线路在线监测装置,电缆护层电流监测系统	1052
交流穿墙套管,AC35kV,瓷,4000A,无CT,铜	1053
消防沙箱	1054
接续金具-异型并沟线夹,JBTL-50-240Q	1055
低压开关,断路器,40A,两相	1056
水带箱,落地式	1057
接续金具-接地线夹,JDL-25-120	1058
电缆封头帽,普通电缆,φ300	1059
SF6气体检漏仪,双红外波式（定量）,无,≤1μL/L	1060
UPS电源（不间断电源）,5kVA	1061
20kV电缆终端,3×400,设备终端,预制,铜	1062
电焊手套	1063
接续金具-绝缘穿刺接地线夹,10kV,150mm2,150mm2	1064
绝缘套管,AC10kV,冷缩,电缆,φ30	1065
绝缘套管,AC10kV,冷缩,电缆,φ50	1066
绝缘套管,AC10kV,冷缩,电缆,φ40	1067
条桌	1068
办公椅,木制,普通型,中档	1069
工作灯,吸顶灯	1070
电能计量箱,单相,9,不锈钢,40A,悬挂式	1071
电能计量箱,三相,6,不锈钢,100A,落地式	1072
电能计量箱,三相,1,不锈钢,100A,悬挂式	1073
接地线（棒）,AC500kV	1074
接触金具-母线伸缩节,MSS-100×10	1075
设备线夹-双导线设备线夹,SSY-630/55A-120(a×b)	1076
设备线夹-双导线设备线夹,SSYG-630/55A-200(a×b)	1077
设备线夹-铜铝过渡设备线夹,SYG-630/55B	1078
10kV柱上变压器台成套设备,ZA-1-CX,400kVA,15m	1079
普通光缆,12芯,G.652,非金属阻燃光缆	1080
铜排,TMY,63×6.3	1081
交通警示灯	1082
T型线夹-T型线夹,TY2-240	1083
交流支柱绝缘子,AC35kV,瓷,12.5kN,磁性,户外	1084
保护金具-防振锤,FDNJ-2/3	1085
保护金具-防振锤,FDNJ-2/G	1086
保护金具-防振锤,FDNJ-1/2	1087
备用设备及备用电源自动投入,AC110kV	1088
母联（分段）保护,AC110kV	1089
35kV电缆终端,1×500,户外终端,冷缩,铜	1090
35kV电缆中间接头,1×500,直通接头,冷缩,铜	1091
电容式电压互感器,AC110kV,油浸/瓷,0.01μF,4,0.5	1092
电力电缆,AC35kV,YJV,185,1,无铠装,无阻燃,无阻水	1093
电力电缆,AC35kV,YJV,185,3,22,ZC,无阻水	1094
环网柜,AC20kV,630A,站用变柜,空气,户内	1095
T型线夹-双导线T型线夹,TYS-2×300/200	1096
10kV变压器,100kVA,普通,硅钢片,油浸	1097
北斗终端,高精度定位	1098
10kV电缆中间接头,3×70,直通接头,冷缩,铜	1099
电缆接线端子,铜镀锡,185mm2,双孔	1100
低压开关,断路器,100A,两相	1101
低压开关,断路器,160A,四相	1102
电能计量箱,单相,1,PC+ABS,80A,悬挂式	1103
接续金具-异型并沟线夹,JBL-35-240	1104
接续金具-补修管,JX-240	1105
绝缘垫,20kV,φ14	1106
接续金具-跳线线夹,JYT-50/8	1107
接续金具-并沟线夹,JBTL-43	1108
低压开关,断路器,125A,三相	1109
接续金具-异型并沟线夹,JBL-35-185	1110
联结金具-碗头挂板,WS-10	1111
设备线夹-跨径接护线夹,JKG-3	1112
耐张线夹-楔型绝缘,NXL-1	1113
耐张线夹-楔型绝缘,NXL-2	1114
拉线金具-UT型线夹,NUT-3	1115
拉线金具-锲型线夹,NX-3	1116
接续金具-绝缘穿刺接地线夹,AC20kV,150mm2,240mm2	1117
耐张线夹-螺栓型,NLL-5	1118
架空绝缘导线,AC20kV,JKLYJ,50	1119
耐张线夹-液压型,NY-240/30B	1120
电能计量箱,三相,1,不锈钢,80A,悬挂式	1121
线路柱式瓷绝缘子,R12.5ET125N,160,305,400	1122
交流穿墙套管,AC110kV,硅橡胶,1250A,无CT,铜	1123
钢绞线,1×19-13.0-1270-A,100,镀锌	1124
电缆沟盖板,白钢,通用	1125
接触金具-母线伸缩节,MSS-80×8	1126
带电显示器,220kV	1127
T型线夹-T型线夹,TY-500/45	1128
T型线夹-T型线夹,TY2-500	1129
T型线夹-双导线T型线夹,TYS-2×500/120	1130
设备线夹-双导线设备线夹,SSY-500/45B-120(a×b)	1131
设备线夹-铜铝过渡设备线夹,SYG-500/45B	1132
